ID,CardName,CardTexture,CardColor,CardAttributes,CanUsePosition,RecommendSchool,IsShowInHandBook,ResolveAmount,ExpendZeny,CardLevelType,SortId,CardCollectAttr,TakeoutConsume,SyntheticConsume,LocalizationArea,AwakeningCardID,AwakeningConsume,StarConsume,StarAddAttr
401004901,觉醒：重金属蝗虫卡片,MonsterCard/UI_MonsterCard_Jinshuhuangchong.jpg,1,0=27=25|0=36=25|1=510018243=0,1,,0,0,0,,,,,,,4010049,,1=4010049=1|2=4010049=2|3=4010049=4,1=0=421=25|2=0=421=50|3=1=530118201=0
401005001,觉醒：巨象甲虫卡片,MonsterCard/UI_MonsterCard_Juxiangjiachong.jpg,1,0=208=500|1=510018344=0,1,,0,0,0,,,,,,,4010050,,1=4010050=1|2=4010050=3|3=4010050=6,1=0=208=200|2=0=208=300|3=1=530118301=0
401005101,觉醒：巨石怪卡片,MonsterCard/UI_MonsterCard_Jushiguai.jpg,1,0=27=25|0=36=25|1=510023091=0,1,,0,0,0,,,,,,,4010051,,1=4010051=1|2=4010051=2|3=4010051=4,1=0=421=25|2=0=421=50|3=0=421=100
401005201,觉醒：赤苍蝇卡片,MonsterCard/UI_MonsterCard_Chicangying.jpg,2,0=27=25|0=36=25|1=510018445=0,1,,0,0,0,,,,,,,4010052,,1=4010052=1|2=4010052=2|3=4010052=4,1=0=421=25|2=0=421=50|3=1=530118401=0
401005301,觉醒：德古拉伯爵卡片,MonsterCard/UI_MonsterCard_Degulananjue.jpg,4,0=36=100|0=66=1500,1,,0,0,0,,,,,,,4010053,,,1=0=36=50|2=0=66=500|3=0=66=1000
401005401,觉醒：暗黑祭司卡片,MonsterCard/UI_MonsterCard_Anheijisi.jpg,3,0=66=800|1=510024202=0,1,,0,0,0,,,,,,,4010054,,1=30000051=200|2=4010054=1|3=4010054=2,1=0=66=400|2=0=66=800|3=1=530124201=0
401005501,觉醒：毕帝特地龙卡片,MonsterCard/UI_MonsterCard_Biditedilong.jpg,3,0=211=2000,1,,0,0,0,,,,,,,4010055,,1=4010055=1|2=4010055=2|3=4010055=4,1=0=211=200|2=0=211=300|3=0=211=500
401005601,觉醒：犬妖弓箭手卡片,MonsterCard/UI_MonsterCard_Quanyaogongjianshou.jpg,3,0=59=1000|1=510022384=0,1,,0,0,0,,,,,,,4010056,,1=30000051=200|2=4010056=1|3=4010056=2,1=0=55=5|2=0=59=200|3=0=59=300
401005701,觉醒：犬妖首领卡片,MonsterCard/UI_MonsterCard_Quanyaoshouling.jpg,3,1=510022485=0|1=510023899=0,1,,0,0,0,,,,,,,4010057,,1=30000051=200|2=4010057=1|3=4010057=2,1=0=425=200|2=0=425=400|3=0=425=600
401005801,觉醒：死灵卡片,MonsterCard/UI_MonsterCard_Siling.jpg,3,0=71=1000|0=18=5|0=55=5,1,,0,0,0,,,,,,,4010058,,,1=1=530032801=0|2=0=59=1000|3=0=69=500
401005901,觉醒：爆钻伞蜥卡片,MonsterCard/UI_MonsterCard_Baozuansanxi.jpg,3,0=211=500|1=510023293=0,1,,0,0,0,,,,,,,4010059,,1=4010059=1|2=4010059=3|3=4010059=6,1=0=211=200|2=1=530123201=0|3=0=211=300
401006001,觉醒：君主魔碑卡片,MonsterCard/UI_MonsterCard_Junzhumobei.jpg,3,0=36=25|1=510024808=0,1,,0,0,0,,,,,,,4010060,,1=30000051=200|2=4010060=1|3=4010060=2,1=1=530124801=0|2=0=37=500|3=0=37=1000
401006101,觉醒：远古海神卡片,MonsterCard/UI_MonsterCard_Yuanguhaiwang.jpg,3,0=82=-800,1,,0,0,0,,,,,,,4010061,,1=30000051=200|2=4010061=1|3=4010061=2,1=0=82=-400|2=0=37=500|3=0=37=1000
401006201,觉醒：深海人鱼卡片,MonsterCard/UI_MonsterCard_shenhairenyu.jpg,3,0=175=800|1=510026020=0,1,,0,0,0,,,,,,,4010062,,1=30000051=200|2=4010062=1|3=4010062=2,1=0=175=150|2=0=175=250|3=1=530126001=0
401006301,觉醒：狮鹫兽卡片,MonsterCard/UI_MonsterCard_shijiushou.jpg,3,0=53=2|0=55=7|1=510025818=0,1,,0,0,0,,,,,,,4010063,,1=30000051=200|2=4010063=1|3=4010063=2,1=0=425=200|2=0=425=400|3=0=425=600
401006401,觉醒：深海电鳗卡片,MonsterCard/UI_MonsterCard_shenhaidianman.jpg,3,0=172=800|1=510026222=0,1,,0,0,0,,,,,,,4010064,,1=30000051=200|2=4010064=1|3=4010064=2,1=0=172=150|2=0=172=250|3=1=530126201=0
401006501,觉醒：赛杜拉卡片,MonsterCard/UI_MonsterCard_saidula.jpg,3,0=59=1000|0=55=2,1,,0,0,0,,,,,,,4010065,,1=30000051=200|2=4010065=1|3=4010065=2,1=0=55=5|2=0=59=200|3=0=59=300
401006601,觉醒：狄奥斯卡片,MonsterCard/UI_MonsterCard_diaosi.jpg,2,1=510026323=0,1,,0,0,0,,,,,,,4010066,,1=4010066=1|2=4010066=2|3=4010066=4,1=1=530126301=0|2=1=530226302=0|3=1=530326303=0
401006701,觉醒：艾斯恩魔女卡片,MonsterCard/UI_MonsterCard_Aisienmonv.jpg,3,0=249=1200|1=510027030=0,1,,0,0,0,,,,,,,4010067,,1=30000051=200|2=4010067=1|3=4010067=2,1=1=530127001=0|2=0=249=200|3=0=249=400
401006801,觉醒：深渊骑士卡片,MonsterCard/UI_MonsterCard_Shenyuanqishi.jpg,3,0=225=1500|1=510027131=0,1,,0,0,0,,,,,,,4010068,,1=30000051=200|2=4010068=1|3=4010068=2,1=0=225=200|2=0=225=300|3=1=530127101=0
401006901,觉醒：血腥骑士卡片,MonsterCard/UI_MonsterCard_Xuexingqishi.jpg,4,1=510027434=0,1,,0,0,0,,,,,,,4010069,,,1=0=425=400|2=0=425=600|3=1=530127401=0
401007001,觉醒：贤者虫卡片,MonsterCard/UI_MonsterCard_Xianzhechong.jpg,2,0=66=800|0=77=20,1,,0,0,0,,,,,,,4010070,,1=4010070=1|2=4010070=2|3=4010070=4,1=0=66=100|2=0=66=150|3=0=66=250
401007101,觉醒：邪骸浪人卡片,MonsterCard/UI_MonsterCard_Xiehailangren.jpg,2,0=27=25|1=510027737=0,1,,0,0,0,,,,,,,4010071,,1=4010071=1|2=4010071=2|3=4010071=4,1=0=27=30|2=0=27=60|3=1=530127701=0
401007201,觉醒：阿修罗狂战士卡片,MonsterCard/UI_MonsterCard_Axiuluokuangzhanshi.jpg,2,0=310=800|0=51=5,1,,0,0,0,,,,,,,4010072,,1=4010072=1|2=4010072=2|3=4010072=4,1=0=48=100|2=0=310=150|3=0=310=250
401007301,觉醒：魔灵娃娃卡片,MonsterCard/UI_MonsterCard_molingwawa.jpg,2,1=510028848=0,1,,0,0,0,,,,,,,4010073,,1=4010073=1|2=4010073=2|3=4010073=4,1=0=421=25|2=0=421=50|3=1=530128801=0
401007401,觉醒：玩具士兵卡片,MonsterCard/UI_MonsterCard_wanjushibing.jpg,3,0=59=1000|1=510028949=0,1,,0,0,0,,,,,,,4010074,,1=30000051=200|2=4010074=1|3=4010074=2,1=0=55=5|2=0=59=200|3=0=59=300
401007501,觉醒：邪灵魔导士卡片,MonsterCard/UI_MonsterCard_xielingmodao.jpg,3,1=510029454=0,1,,0,0,0,,,,,,,4010075,,1=4010075=1|2=4010075=2|3=4010075=4,1=1=530129401=0|2=1=530229402=0|3=1=530329403=0
401007601,觉醒：大古钟卡片,MonsterCard/UI_MonsterCard_dabenzhong.jpg,2,0=204=1000,1,,0,0,0,,,,,,,4010076,,1=4010076=1|2=4010076=2|3=4010076=4,1=0=204=100|2=0=204=150|3=0=204=250
401007701,觉醒：卡仑宝宝卡片,MonsterCard/UI_MonsterCard_kalunbaobao.jpg,3,0=175=800|1=510029656=0,1,,0,0,0,,,,,,,4010077,,1=30000051=200|2=4010077=1|3=4010077=2,1=0=175=400|2=1=530129656=0|3=0=425=500
401007801,觉醒：猪笼草卡片,MonsterCard/UI_MonsterCard_zhulongcao.jpg,2,0=205=1000,1,,0,0,0,,,,,,,4010078,,1=4010078=1|2=4010078=2|3=4010078=4,1=0=205=100|2=0=205=150|3=0=205=250
401007901,觉醒：玩具国王卡片,MonsterCard/UI_MonsterCard_wanjuguowang.jpg,3,0=59=1500|1=510030060=0,1,,0,0,0,,,,,,,4010079,,1=30000051=200|2=4010079=1|3=4010079=2,1=0=59=500|2=1=530130001=0|3=1=530030001=0
401008001,觉醒：时间管理人卡片,MonsterCard/UI_MonsterCard_timezhipeizhe.jpg,4,0=37=2000|0=88=1000|0=82=-500,1,,0,0,0,,,,,,,4010080,,,1=0=37=400|2=0=37=600|3=0=82=-250
401008101,觉醒：冰暴骑士卡片,MonsterCard/UI_MonsterCard_bingbaoqishi.jpg,4,1=510030363=0|1=510030464=0|1=510030666=0,1,,0,0,0,,,,,,,4010081,,,1=1=530130301=0|2=1=530130601=0|3=1=530230602=0
406003501,觉醒：鹗枭男爵卡片,MonsterCard/UI_MonsterCard_Exiaonanjue.jpg,4,1=510028242=0,6,,0,0,0,,,,,,,4060035,,,1=1=530128201=0|2=1=530228202=0|3=1=530328203=0
402000101,觉醒：盗虫卵卡片,MonsterCard/UI_MonsterCard_Daochongluan.jpg,2,0=47=250,2,,0,0,0,,,,,,,4020001,,1=4020001=1|2=4020001=3|3=4020001=6,1=0=47=50|2=0=48=100|3=0=48=200
402000201,觉醒：黄金虫卡片,MonsterCard/UI_MonsterCard_Huangjinchong.jpg,4,0=88=1000|0=68=4000,2,,0,0,0,,,,,,,4020002,,,1=0=68=500|2=0=48=400|3=0=48=600
402000301,觉醒：达拉蛙卡片,MonsterCard/UI_MonsterCard_Tubianwa.jpg,3,0=213=1500,2,,0,0,0,,,,,,,4020003,,1=30000051=200|2=4020003=1|3=4020003=2,1=0=213=100|2=0=213=200|3=0=213=200
402000401,觉醒：蚁后卡片,MonsterCard/UI_MonsterCard_Yihou.jpg,4,1=510017637=0,2,,0,0,0,,,,,,,4020004,,,1=1=530117601=0|2=1=530217602=0|3=1=530317603=0
402000501,觉醒：艾斯蜘蛛卡片,MonsterCard/UI_MonsterCard_Aisizhizhu.jpg,1,0=48=400|0=267=2000,2,,0,0,0,,,,,,,4020005,,1=4020005=1|2=4020005=2|3=4020005=4,1=0=267=1000|2=0=48=100|3=0=48=200
402000601,觉醒：狂暴木乃伊卡片,MonsterCard/UI_MonsterCard_Kuangbaomunaiyi.jpg,1,0=48=400|1=510016728=0,2,,0,0,0,,,,,,,4020006,,1=4020006=1|2=4020006=2|3=4020006=4,1=0=48=50|2=0=48=150|3=1=530116701=0
402000701,觉醒：安毕斯卡片,MonsterCard/UI_MonsterCard_Anbisi.jpg,4,0=219=1500,2,,0,0,0,,,,,,,4020007,,1=4020007=1|2=4020007=2|3=4020007=4,1=0=219=100|2=0=219=150|3=0=219=250
402000801,觉醒：蜗牛卡片,MonsterCard/UI_MonsterCard_Woniu.jpg,1,0=32=2|0=47=200,2,,0,0,0,,,,,,,4020008,,1=4020008=1|2=4020008=3|3=4020008=6,1=0=32=3|2=0=48=100|3=0=48=200
402000901,觉醒：蚁卵卡片,MonsterCard/UI_MonsterCard_Yiluan.jpg,2,0=48=300,2,,0,0,0,,,,,,,4020009,,1=4020009=1|2=4020009=3|3=4020009=6,1=0=48=40|2=0=48=50|3=0=48=60
402001001,觉醒：锹形虫卡片,MonsterCard/UI_MonsterCard_Qiaoxingchong.jpg,3,0=256=2000,2,,0,0,0,,,,,,,4020010,,1=30000051=200|2=4020010=1|3=4020010=2,1=0=256=200|2=0=256=300|3=0=256=500
402001101,觉醒：大脚熊卡片,MonsterCard/UI_MonsterCard_Dajiaoxiong.jpg,3,0=220=1500,2,,0,0,0,,,,,,,4020011,,1=4020011=1|2=4020011=2|3=4020011=4,1=0=220=100|2=0=220=150|3=0=220=250
402001201,觉醒：兽人战士卡片,MonsterCard/UI_MonsterCard_Shourenzhanshi.jpg,3,0=212=1500,2,,0,0,0,,,,,,,4020012,,1=4020012=1|2=4020012=2|3=4020012=4,1=0=212=100|2=0=212=150|3=0=212=250
402001301,觉醒：僵尸卡片,MonsterCard/UI_MonsterCard_Jangshi.jpg,1,0=48=400|0=183=500,2,,0,0,0,,,,,,,4020013,,1=4020013=1|2=4020013=2|3=4020013=4,1=0=48=50|2=0=48=150|3=0=183=250
402001401,觉醒：毕帝特飞龙卡片,MonsterCard/UI_MonsterCard_Biditefeilong.jpg,2,0=221=1500,2,,0,0,0,,,,,,,4020014,,1=4020014=1|2=4020014=2|3=4020014=4,1=0=221=100|2=0=221=150|3=0=221=250
402001501,觉醒：邪骸食人鱼卡片,MonsterCard/UI_MonsterCard_Xiehaishirenyu.jpg,2,0=266=2000|0=48=400,2,,0,0,0,,,,,,,4020015,,1=4020015=1|2=4020015=2|3=4020015=4,1=0=266=1000|2=0=48=100|3=0=48=200
402001601,觉醒：梅纳海葵卡片,MonsterCard/UI_MonsterCard_Meinahaikui.jpg,2,0=217=1500,2,,0,0,0,,,,,,,4020016,,1=4020016=1|2=4020016=2|3=4020016=4,1=0=217=100|2=0=217=150|3=0=217=250
402001701,觉醒：蜗牛王卡片,MonsterCard/UI_MonsterCard_Woniuwang.jpg,2,0=47=250|1=510024909=0,2,,0,0,0,,,,,,,4020017,,1=30000051=200|2=4020017=1|3=4020017=2,1=0=47=150|2=0=47=200|3=1=530124901=0
402001801,觉醒：兽牙怪卡片,MonsterCard/UI_MonsterCard_Shouyaguai.jpg,3,0=230=1500|0=32=1,2,,0,0,0,,,,,,,4020018,,1=30000051=200|2=4020018=1|3=4020018=2,1=0=230=100|2=0=230=150|3=0=230=250
402001901,觉醒：弑神者卡片,MonsterCard/UI_MonsterCard_Shishenzhe.jpg,3,0=229=1500|0=32=1,2,,0,0,0,,,,,,,4020019,,1=30000051=200|2=4020019=1|3=4020019=2,1=0=229=100|2=0=229=150|3=0=229=250
402002001,觉醒：爱丽丝女仆卡片,MonsterCard/UI_MonsterCard_Ailisinvpu.jpg,3,0=354=1500|0=355=-500,2,,0,0,0,,,,,,,4020020,,1=30000051=200|2=4020020=1|3=4020020=2,1=0=355=500|2=0=354=200|3=0=354=300
402002101,觉醒：卷甲虫卡片,MonsterCard/UI_MonsterCard_Juanjiachong.jpg,2,0=48=500|0=67=300,2,,0,0,0,,,,,,,4020021,,1=4020021=1|2=4020021=2|3=4020021=4,1=0=67=50|2=0=67=100|3=0=48=250
402002201,觉醒：史汀卡片,MonsterCard/UI_MonsterCard_Shiting.jpg,2,0=48=500|0=68=300,2,,0,0,0,,,,,,,4020022,,1=4020022=1|2=4020022=2|3=4020022=4,1=0=68=50|2=0=68=100|3=0=48=250
402002301,觉醒：卡利斯格卡片,MonsterCard/UI_MonsterCard_Kalisige.jpg,2,0=214=1500,2,,0,0,0,,,,,,,4020023,,1=4020023=1|2=4020023=2|3=4020023=4,1=0=214=100|2=0=214=150|3=0=214=250
403000101,觉醒：波利卡片,MonsterCard/UI_MonsterCard_Boli.jpg,1,0=24=2|0=53=1,3,,0,0,0,,,,,,,4030001,,1=4030001=1|2=4030001=3|3=4030001=6,1=0=53=3|2=0=47=100|3=0=24=3
403000201,觉醒：虫蛹卡片,MonsterCard/UI_MonsterCard_Chongyong.jpg,1,0=47=200,3,,0,0,0,,,,,,,4030002,,1=4030002=1|2=4030002=3|3=4030002=6,1=0=47=100|2=0=48=50|3=0=48=150
403000301,觉醒：摇滚蝗虫卡片,MonsterCard/UI_MonsterCard_Yaogunhuangchong.jpg,1,0=20=2|0=27=5,3,,0,0,0,,,,,,,4030003,,1=4030003=1|2=4030003=3|3=4030003=6,1=0=27=5|2=0=20=2|3=0=47=150
403000401,觉醒：盗虫卡片,MonsterCard/UI_MonsterCard_Daochong.jpg,1,0=18=1|0=41=2,3,,0,0,0,,,,,,,4030004,,1=4030004=1|2=4030004=3|3=4030004=6,1=0=41=3|2=0=41=8|3=0=18=1
403000501,觉醒：蛋壳小鸡卡片,MonsterCard/UI_MonsterCard_Dankexiaoji.jpg,1,0=22=1|0=47=100,3,,0,0,0,,,,,,,4030005,,1=4030005=1|2=4030005=3|3=4030005=6,1=0=32=10|2=0=47=50|3=0=22=3
403000601,觉醒：幽灵波利卡片,MonsterCard/UI_MonsterCard_Youlingboli.jpg,4,1=510014304=0,3,,0,0,0,,,,,,,4030006,,1=30000051=200|2=4030006=1|3=4030006=2,1=0=424=200|2=0=424=300|3=0=48=500
403000701,觉醒：天使波利卡片,MonsterCard/UI_MonsterCard_Tianshiboli.jpg,4,0=48=500|1=510014506=0,3,,0,0,0,,,,,,,4030007,,,1=0=426=200|2=0=48=200|3=0=426=300
403000801,觉醒：沙漠幼狼卡片,MonsterCard/UI_MonsterCard_Shamoyoulang.jpg,1,0=16=2,3,,0,0,0,,,,,,,4030008,,1=4030008=1|2=4030008=3|3=4030008=6,1=0=16=1|2=0=16=2|3=0=49=100
403000901,觉醒：野猪卡片,MonsterCard/UI_MonsterCard_Yezhu.jpg,1,0=48=400|0=212=300,3,,0,0,0,,,,,,,4030009,,1=4030009=1|2=4030009=2|3=4030009=4,1=0=212=50|2=0=212=100|3=0=48=200
403001001,觉醒：罗达蛙卡片,MonsterCard/UI_MonsterCard_Luodawa.jpg,1,0=22=1|0=47=150,3,,0,0,0,,,,,,,4030010,,1=4030010=1|2=4030010=3|3=4030010=6,1=0=22=1|2=0=22=2|3=0=47=75
403001101,觉醒：大嘴鸟卡片,MonsterCard/UI_MonsterCard_Dazuiniao.jpg,2,0=48=500,3,,0,0,0,,,,,,,4030011,,1=4030011=1|2=4030011=2|3=4030011=4,1=0=47=200|2=0=48=100|3=0=48=150
403001201,觉醒：艾吉欧蜈蚣卡片,MonsterCard/UI_MonsterCard_Aijiouwugong.jpg,2,0=32=1|1=510016021=0,3,,0,0,0,,,,,,,4030012,,1=30000051=200|2=4030012=1|3=4030012=2,1=0=48=300|2=0=426=100|3=0=426=200
403001301,觉醒：马克卡片,MonsterCard/UI_MonsterCard_Make.jpg,3,0=185=1000|0=48=300|1=510016223=0,3,,0,0,0,,,,,,,4030013,,1=30000051=200|2=4030013=1|3=4030013=2,1=0=185=200|2=0=48=200|3=0=185=300
403001401,觉醒：卡那多斯卡片,MonsterCard/UI_MonsterCard_Kanaduosi.jpg,2,0=48=400|1=510022990=0,3,,0,0,0,,,,,,,4030014,,1=4030014=1|2=4030014=2|3=4030014=4,1=0=424=200|2=0=48=200|3=0=424=300
403001501,觉醒：泥人卡片,MonsterCard/UI_MonsterCard_Niren.jpg,2,0=32=1|1=510016526=0,3,,0,0,0,,,,,,,4030015,,1=30000051=200|2=4030015=1|3=4030015=2,1=0=48=300|2=0=426=100|3=0=426=200
403001601,觉醒：帕莎纳卡片,MonsterCard/UI_MonsterCard_Pashana.jpg,3,0=32=1|1=510017031=0,3,,0,0,0,,,,,,,4030016,,1=30000051=200|2=4030016=1|3=4030016=2,1=0=48=300|2=0=426=100|3=0=426=200
403001701,觉醒：绿苍蝇卡片,MonsterCard/UI_MonsterCard_Lvcangying.jpg,2,0=48=300|0=182=500,3,,0,0,0,,,,,,,4030017,,1=4030017=1|2=4030017=2|3=4030017=4,1=0=48=50|2=0=48=100|3=0=182=250
403001801,觉醒：小鸡卡片,MonsterCard/UI_MonsterCard_Xiaoji.jpg,1,0=14=1|0=27=5,3,,0,0,0,,,,,,,4030018,,1=4030018=1|2=4030018=3|3=4030018=6,1=0=14=1|2=0=14=1|3=0=27=10
403001901,觉醒：兽人酋长卡片,MonsterCard/UI_MonsterCard_Shourenqiuzhang.jpg,4,1=510018647=0,3,,0,0,0,,,,,,,4030019,,,1=0=426=400|2=0=426=600|3=1=530018601=0
403002001,觉醒：异变鱼卡片,MonsterCard/UI_MonsterCard_Yibianyu.jpg,2,0=32=1|1=510018748=0,3,,0,0,0,,,,,,,4030020,,1=30000051=200|2=4030020=1|3=4030020=2,1=0=48=300|2=0=426=100|3=0=426=200
403002101,觉醒：土人卡片,MonsterCard/UI_MonsterCard_Turen.jpg,2,0=32=1|1=510018849=0,3,,0,0,0,,,,,,,4030021,,1=30000051=200|2=4030021=1|3=4030021=2,1=0=48=300|2=0=426=100|3=0=426=200
403002201,觉醒：酱缸章鱼卡片,MonsterCard/UI_MonsterCard_jianggangzhangyu.jpg,2,0=48=400|0=185=1000,3,,0,0,0,,,,,,,4030022,,1=4030022=1|2=4030022=2|3=4030022=4,1=0=185=200|2=0=48=200|3=0=185=300
403002301,觉醒：雪熊卡片,MonsterCard/UI_MonsterCard_xuexiong.jpg,2,1=510026525=0,3,,0,0,0,,,,,,,4030023,,1=4030023=1|2=4030023=2|3=4030023=4,1=1=530126501=0|2=1=530226502=0|3=1=530326503=0
403002401,觉醒：狂暴克瑞米卡片,MonsterCard/UI_MonsterCard_kuangbaokeruimi.jpg,2,1=510026626=0,3,,0,0,0,,,,,,,4030024,,1=4030024=1|2=4030024=2|3=4030024=4,1=1=530126601=0|2=1=530226602=0|3=1=530326603=0
403002501,觉醒：狂暴螳螂卡片,MonsterCard/UI_MonsterCard_kuangbaotanglang.jpg,2,1=510026727=0,3,,0,0,0,,,,,,,4030025,,1=4030025=1|2=4030025=2|3=4030025=4,1=1=530126701=0|2=1=530226702=0|3=1=530326703=0
403002601,觉醒：凯美拉卡片,MonsterCard/UI_MonsterCard_Kaimeila.jpg,4,1=510028545=0,3,,0,0,0,,,,,,,4030026,,,1=1=530128501=0|2=1=530228502=0|3=1=530328503=0
403002701,觉醒：暗神官卡片,MonsterCard/UI_MonsterCard_Anshenguan.jpg,3,0=32=1|0=16=2|1=510027535=0,3,,0,0,0,,,,,,,4030027,,1=30000051=200|2=4030027=1|3=4030027=2,1=0=48=300|2=0=426=100|3=0=426=200
403002801,觉醒：镜妖卡片,MonsterCard/UI_MonsterCard_Jingyao.jpg,2,1=510027636=0,3,,0,0,0,,,,,,,4030028,,1=4030028=1|2=4030028=2|3=4030028=4,1=1=530127601=0|2=1=530227602=0|3=1=530327603=0
403002901,觉醒：邪骸战俘卡片,MonsterCard/UI_MonsterCard_Xiehaizhanfu.jpg,2,1=510027838=0,3,,0,0,0,,,,,,,4030029,,1=4030029=1|2=4030029=2|3=4030029=4,1=1=530127801=0|2=1=530227802=0|3=1=530327803=0
403003001,觉醒：虎蜥人卡片,MonsterCard/UI_MonsterCard_Huxiren.jpg,2,1=510028040=0,3,,0,0,0,,,,,,,4030030,,1=4030030=1|2=4030030=2|3=4030030=4,1=0=48=50|2=0=48=100|3=0=48=150
403003101,觉醒：狂暴米诺斯卡片,MonsterCard/UI_MonsterCard_Kuangbaominuosi.jpg,2,1=510028141=0,3,,0,0,0,,,,,,,4030031,,1=4030031=1|2=4030031=2|3=4030031=4,1=1=530128101=0|2=1=530228102=0|3=1=530328103=0
403003201,觉醒：瑞比欧卡片,MonsterCard/UI_MonsterCard_Ruibiou.jpg,2,0=48=400|0=188=1000,3,,0,0,0,,,,,,,4030032,,1=4030032=1|2=4030032=2|3=4030032=4,1=0=188=100|2=0=188=150|3=0=188=250
403003301,觉醒：巫婆卡片,MonsterCard/UI_MonsterCard_wupo.jpg,3,0=32=1|1=510029050=0,3,,0,0,0,,,,,,,4030033,,1=30000051=200|2=4030033=1|3=4030033=2,1=0=48=300|2=0=426=100|3=0=426=200
403003501,觉醒：邪恶向日葵卡片,MonsterCard/UI_MonsterCard_xieexiangrikui.jpg,2,0=216=500|0=214=500,3,,0,0,0,,,,,,,4030035,,1=4030035=1|2=4030035=2|3=4030035=4,1=0=216=100|2=0=216=150|3=0=214=250
403003601,觉醒：古钟魔卡片,MonsterCard/UI_MonsterCard_guzhongmo.jpg,3,1=510029858=0,3,,0,0,0,,,,,,,4030036,,1=30000051=200|2=4030036=1|3=4030036=2,1=0=48=100|2=0=48=200|3=0=48=300
403003701,觉醒：卡仑卡片,MonsterCard/UI_MonsterCard_kalun.jpg,4,0=48=500|1=510030262=0,3,,0,0,0,,,,,,,4030037,,,1=0=48=250|2=1=530130201=0|3=1=530230202=0
404000101,觉醒：蓝疯兔卡片,MonsterCard/UI_MonsterCard_Lanfengtu.jpg,1,0=22=2|1=510021374=0,4,,0,0,0,,,,,,,4040001,,1=4040001=1|2=4040001=2|3=4040001=4,1=0=22=1|2=0=22=2|3=1=530121301=0
404000201,觉醒：猎蝇卡片,MonsterCard/UI_MonsterCard_Lieying.jpg,2,0=182=1500,4,,0,0,0,,,,,,,4040002,,1=4040002=1|2=4040002=2|3=4040002=4,1=0=182=100|2=0=182=150|3=0=182=250
404000301,觉醒：恶魔波利卡片,MonsterCard/UI_MonsterCard_Emoboli.jpg,3,0=186=3000|1=510017233=0,4,,0,0,0,,,,,,,4040003,,,1=0=186=500|2=0=186=1000|3=1=530117201=0
404000401,觉醒：巨大白幽灵卡片,MonsterCard/UI_MonsterCard_Judabaiyouling.jpg,2,0=53=5|1=510014405=0,4,,0,0,0,,,,,,,4040004,,1=4040004=1|2=4040004=2|3=4040004=4,1=0=14=20|2=0=18=15|3=1=510014203=0
404000501,觉醒：秃鹰卡片,MonsterCard/UI_MonsterCard_Tuying.jpg,1,0=53=5,4,,0,0,0,,,,,,,4040005,,1=4040005=1|2=4040005=3|3=4040005=6,1=0=53=2|2=0=426=50|3=0=426=100
404000601,觉醒：巧克猴卡片,MonsterCard/UI_MonsterCard_Qiaokehou.jpg,1,0=53=5|0=48=300|1=510021576=0,4,,0,0,0,,,,,,,4040006,,1=4040006=1|2=4040006=2|3=4040006=4,1=0=53=3|2=0=48=150|3=1=530121501=0
404000701,觉醒：白幽灵卡片,MonsterCard/UI_MonsterCard_Baiyouling.jpg,1,0=53=10|1=510019758=0,4,,0,0,0,,,,,,,4040007,,1=4040007=1|2=4040007=2|3=4040007=4,1=0=53=5|2=1=530119701=0|3=0=48=500
404000801,觉醒：小巴风特卡片,MonsterCard/UI_MonsterCard_Xiaobafengte.jpg,2,0=55=1|0=18=3,4,,0,0,0,,,,,,,4040008,,1=4040008=1|2=4040008=2|3=4040008=4,1=0=55=2|2=0=18=1|3=0=426=300
404000901,觉醒：龙蝇卡片,MonsterCard/UI_MonsterCard_Longying.jpg,1,0=18=2|0=48=300|1=510021677=0,4,,0,0,0,,,,,,,4040009,,1=30000051=200|2=4040009=1|3=4040009=2,1=0=48=300|2=0=18=2|3=1=530121601=0
404001001,觉醒：流浪之狼卡片,MonsterCard/UI_MonsterCard_Liulangzhilang.jpg,3,0=14=3|1=510025919=0,4,,0,0,0,,,,,,,4040010,,1=30000051=200|2=4040010=1|3=4040010=2,1=0=14=3|2=0=65=100|3=0=65=200
404001101,觉醒：蚯蚓卡片,MonsterCard/UI_MonsterCard_Qiuyin.jpg,2,0=183=1500,4,,0,0,0,,,,,,,4040011,,1=4040011=1|2=4040011=2|3=4040011=4,1=0=183=100|2=0=183=150|3=0=183=250
404001201,觉醒：乌贼卡片,MonsterCard/UI_MonsterCard_Wuzei.jpg,2,0=185=1500,4,,0,0,0,,,,,,,4040012,,1=4040012=1|2=4040012=2|3=4040012=4,1=0=185=100|2=0=185=150|3=0=185=250
404001301,觉醒：蛇女伊丝卡片,MonsterCard/UI_MonsterCard_Shenvyisi.jpg,2,0=188=1500,4,,0,0,0,,,,,,,4040013,,1=4040013=1|2=4040013=2|3=4040013=4,1=0=188=100|2=0=188=150|3=0=188=250
404001401,觉醒：波利之王卡片,MonsterCard/UI_MonsterCard_Bolizhiwang.jpg,1,0=24=5|0=57=15,4,,0,0,0,,,,,,,4040014,,1=30000051=200|2=4040014=1|3=4040014=2,1=0=24=3|2=0=57=3|3=0=57=4
404001501,觉醒：蝗虫之王卡片,MonsterCard/UI_MonsterCard_Huangchongzhiwang.jpg,1,0=68=500|1=510022081=0,4,,0,0,0,,,,,,,4040015,,1=30000051=200|2=4040015=1|3=4040015=2,1=0=68=100|2=0=68=150|3=1=530122001=0
