Id,SkillUuid,Level,NameDesign,Desc,Name,IsIP,TargetType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillEffectElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea,Skill_Text,SkillID,SkillEffectNum,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,ScriptParameter,SkillScriptPrefix,SkillScriptPostfix,SkillGroupID
1000103204,1000103204,1,召唤波波利,天使波利,,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103204,1,1,,10000,0,0,0,30,0,0,10000,0,0,0,30,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_Zhaohuanboli|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_Zhaohuanboli,,1000103204
1000103205,1000103205,1,反伤光环,天使波利,反伤光环,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103205,1,1,903901=10000,10000,0,0,0,25,0,0,10000,0,0,0,25,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_Fanshangguanghuan|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_Fanshangguanghuan,,1000103205
1000103206,1000103206,1,狂暴,天使波利,,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103206,1,1,2001201=10000,10000,0,0,0,90,0,0,10000,0,0,0,90,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_Kuangbao|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_Kuangbao,,1000103206
1000103207,1000103207,1,狂暴下暗之障壁,天使波利,暗之壁障,1,2,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103207,1,1,,10000,0,0,0,30,0,0,10000,0,0,0,30,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_Anzhizhangbi2|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_Anzhizhangbi2,,1000103207
1000103208,1000103208,1,狂暴下召唤波波利,天使波利,波波利！上啊！,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103208,1,1,,10000,0,0,0,25,0,0,10000,0,0,0,25,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_Zhaohuanboboli2|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_Zhaohuanboboli2,,1000103208
1000103209,1000103209,1,狂暴下反伤光环,天使波利,伤害反弹,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103209,1,1,903901=10000,10000,0,0,0,15,0,0,10000,0,0,0,15,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_Fanshangguanghuan|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_Fanshangguanghuan,,1000103209
1000103210,1000103210,1,圣灵召唤,天使波利,圣灵召唤,1,4,0,0,1,0,2,0,,0,0,1,8,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103210,1,1|1|1|1|1,,10000|10000|10000|10000|10000,0|0|0|0|0,0.4,0.1,10,1,0.5,10000|10000|10000|10000|10000,0|0|0|0|0,0.4,0.1,10,1,0.5,0,10,100|100|100|100|100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_ShengLingZhaoHuan|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_ShengLingZhaoHuan,,1000103210
1000103211,1000103211,1,瞬间移动,天使波利,瞬间移动,1,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103211,1,1,903801=10000,10000,0,0,0,10,0,0,10000,0,0,0,10,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_ShunJianYiDong|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_ShunJianYiDong,,1000103211
1000103212,1000103212,1,无限塔天使波利召唤,天使波利,波波利！上啊！,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,天使波利,1000103212,1,1,,10000,0,0,0,25,0,0,10000,0,0,0,25,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tianshiboli|Monster_Tianshiboli_WuXianTaZhaoHuan|0|0|0,,,Monster_Tianshiboli/Monster_Tianshiboli_WuXianTaZhaoHuan,,1000103212
1000103301,1000103301,1,土拨鼠普攻,土拨鼠,,0,4,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,土拨鼠,1000103301,1,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tuboshu|Monster_Tuboshu_Attack|0|0|0,,,Monster_Tuboshu/Monster_Tuboshu_Attack,,1000103301
1000103302,1000103302,1,地属性攻击,土拨鼠,地属性攻击,1,4,0,0,1,0,2,1,,1,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,土拨鼠,1000103302,1,1,,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Tuboshu|Monster_Tuboshu_DiShuXingGongJi|0|0|0,,,Monster_Tuboshu/Monster_Tuboshu_DiShuXingGongJi,,1000103302
1000103401,1000103401,1,普攻,狼,,0,4,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,狼,1000103401,1,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Lang|Monster_Lang_Attack|0|0|0,,,Monster_Lang/Monster_Lang_Attack,,1000103401
1000103402,1000103402,1,地属性攻击,狼,地属性攻击,1,4,0,0,1,0,2,1,,1,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,击狼,1000103402,1,1,,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Lang|Monster_Lang_DiShuXingGongJi|0|0|0,,,Monster_Lang/Monster_Lang_DiShuXingGongJi,,1000103402
1000103403,1000103403,1,召唤,狼,召唤沙漠幼狼,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,狼狼,1000103403,1,1,,10000,0,0,0,3,0,0,10000,0,0,0,3,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Lang|Monster_Lang_ZhaoHuan|0|0|0,,,Monster_Lang/Monster_Lang_ZhaoHuan,,1000103403
1000103501,1000103501,1,普攻,野猪,,0,4,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,野猪,1000103501,1,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Yezhu|Monster_Yezhu_Attack|0|0|0,,,Monster_Yezhu/Monster_Yezhu_Attack,,1000103501
1000103502,1000103502,1,冲锋,野猪,冲锋,0,4,1,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,野猪冲锋,1000103502,1,1,,15000,0,0,0,20,1,1,15000,0,0,0,20,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_Yezhu|Monster_Yezhu_ChongFeng|0|0|0,,,Monster_Yezhu/Monster_Yezhu_ChongFeng,,1000103502
1000103503,1000103503,1,地属性攻击,野猪,地属性攻击,1,4,0,0,1,0,2,1,,1,0,1,2,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,野猪,1000103503,1,1,,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Yezhu|Monster_Yezhu_DiShuXingGongJi|0|0|0,,,Monster_Yezhu/Monster_Yezhu_DiShuXingGongJi,,1000103503
1000103601,1000103601,1,普攻,幽灵波利,,0,4,0,0,1,0,0,1,,1,0,1,8,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103601,1,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_Attack|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_Attack,,1000103601
1000103602,1000103602,1,圣灵召唤,幽灵波利,圣灵召唤,1,4,0,0,1,0,2,0,,0,0,1,8,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103602,1,1|1|1|1|1,,10000|10000|10000|10000|10000,0|0|0|0|0,0.4,0.1,10,1,0.5,10000|10000|10000|10000|10000,0|0|0|0|0,0.4,0.1,10,1,0.5,0,10,100|100|100|100|100,,,,,,0,0,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_ShengLingZhaoHuan|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_ShengLingZhaoHuan,,1000103602
1000103603,1000103603,1,瞬间移动,幽灵波利,瞬间移动,1,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103603,1,1,903801=10000,10000,0,0,0,10,0,0,10000,0,0,0,10,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_ShunJianYiDong|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_ShunJianYiDong,,1000103603
1000103604,1000103604,1,黑暗吐息,幽灵波利,黑暗吐息,1,4,3,0,1,0,2,0,,0,1,1,7,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103604,1,999|999|999|999,,30000|30000|30000|30000,0|0|0|0,0,0,20,0,0,30000|30000|30000|30000,0|0|0|0,0,0,20,0,0,0,10,100,,,,,,0,3,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_HeiAnTuXi|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_HeiAnTuXi,,1000103604
1000103605,1000103605,1,隐匿,幽灵波利,隐匿,1,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103605,1,1,2004101=10000|99901=10000,10000,0,0,0,60,0,0,10000,,0,0,60,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_YinNi|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_YinNi,,1000103605
1000103606,1000103606,1,无限塔幽灵波利召唤,幽灵波利,召唤巨大白幽灵,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103606,1,1,,10000,0,0,0,60,0,0,10000,0,0,0,120,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_ZhaoHuan|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_ZhaoHuan,,1000103606
1000103607,1000103607,1,召唤（MVP）,幽灵波利,召唤巨大白幽灵,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103607,1,1,,10000,0,0,0,60,0,0,10000,0,0,0,120,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_ZhaoHuan_MVP|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_ZhaoHuan_MVP,,1000103607
1000103608,1000103608,1,召唤（镜像副本）,幽灵波利,召唤巨大白幽灵,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103608,1,1,,10000,0,0,0,60,0,0,10000,0,0,0,120,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_ZhaoHuan_JingXiangFuBen|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_ZhaoHuan_JingXiangFuBen,,1000103608
1000103609,1000103609,1,召唤（枯树枝MINI）,幽灵波利,召唤巨大白幽灵,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,幽灵波利,1000103609,1,1,,10000,0,0,0,60,0,0,10000,0,0,0,120,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_YouLingBoLi|Monster_YouLingBoLi_ZhaoHuan_MVP_KuShuZhi|0|0|0,,,Monster_YouLingBoLi/Monster_YouLingBoLi_ZhaoHuan_MVP_KuShuZhi,,1000103609
1000103701,1000103701,1,普攻,蜘蛛,,0,4,0,0,1,0,0,1,,1,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,艾斯蜘蛛,1000103701,1,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Zhizhu|Monster_Zhizhu_Attack|0|0|0,,,Monster_Zhizhu/Monster_Zhizhu_Attack,,1000103701
1000103702,1000103702,1,毒属性攻击,蜘蛛,毒属性攻击,1,4,0,0,1,0,2,1,,1,0,1,5,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,蜘蛛,1000103702,1,1,,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Zhizhu|Monster_Zhizhu_DuShuXingGongJi|0|0|0,,,Monster_Zhizhu/Monster_Zhizhu_DuShuXingGongJi,,1000103702
1000103703,1000103703,1,施毒攻击,蜘蛛,施毒攻击,1,4,0,0,1,0,1,1,0.25,1,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,蜘蛛,1000103703,1,1,300301=10000,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Zhizhu|Monster_Zhizhu_ShiDuGongJi|0|0|0,,,Monster_Zhizhu/Monster_Zhizhu_ShiDuGongJi,,1000103703
1000103704,1000103704,1,蛛网缠身,蜘蛛,蛛网缠身,0,4,0,0,1,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,蜘蛛,1000103704,1,1,3006301=10000,25000,0,0,0,10,0,0,10000,0,0,0,10,0,0,0,1.5,100,,,-10000,,,0,0,0,,0,,,,,,,,Monster_Zhizhu|Monster_Zhizhu_ZhuWangChanShen|0|0|0,,,Monster_Zhizhu/Monster_Zhizhu_ZhuWangChanShen,,1000103704
1000103801,1000103801,1,普攻,毒魔菇,,0,4,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,魔菇,1000103801,1,1,,10000,0,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dumogu|Monster_Dumogu_Attack|0|0|0,,,Monster_Dumogu/Monster_Dumogu_Attack,,1000103801
1000103901,1000103901,1,普攻,喷射哥布林,,0,4,0,1,1,0,0,1,,1,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,喷射哥布灵,1000103901,1,1,,10000,0,0,0,1.1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Penshegebulin|Monster_Penshegebulin_Attack|0|0|0,,,Monster_Penshegebulin/Monster_Penshegebulin_Attack,,1000103901
1000103902,1000103902,1,风属性攻击,喷射哥布林,风属性攻击,1,4,0,1,1,0,2,1,,1,0,1,1,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,哥布灵,1000103902,1,1,,20000,0,0,0,10,0,0,20000,0,0,0,10,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Penshegebulin|Monster_Penshegebulin_FengShuXingGongJi|0|0|0,,,Monster_Penshegebulin/Monster_Penshegebulin_FengShuXingGongJi,,1000103902
1000103903,1000103903,1,怒爆,喷射哥布林,怒爆,1,1,3,0,1,0,1,0,,0,0,1,3,,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,,,,,,,,,,,,哥布灵,1000103903,1,999,,20000,0,0,0,10,1,1,20000,0,0,0,10,1,1,0,2.5,150,,,,,,0,0,0,,0,,,,,,,,Monster_Penshegebulin|Monster_Penshegebulin_NuBao|0|0|0,,,Monster_Penshegebulin/Monster_Penshegebulin_NuBao,,1000103903
1000103904,1000103904,1,自爆,喷射哥布林,陪我一起去吧,0,4,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,哥布灵,1000103904,1,1,,20000,0,0,0,30,0,0,20000,0,0,0,30,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Penshegebulin|Monster_Penshegebulin_Attack|0|0|0,,,Monster_Penshegebulin/Monster_Penshegebulin_Attack,,1000103904
1000104001,1000104001,1,普攻,直升哥布林,,0,4,0,0,1,0,0,1,,1,0,1,0,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,直升机哥布灵,1000104001,1,1,,10000,0,0,0,1.2,0,0,10000,0,0,0,1,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,Monster_Zhishengjigebulin|Monster_Zhishengjigebulin_Attack|0|0|0,,,Monster_Zhishengjigebulin/Monster_Zhishengjigebulin_Attack,,1000104001
1000104101,1000104101,1,普攻,巴风特,,0,4,0,0,1,0,0,1,,1,0,1,7,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104101,1,1,,10000,0,0,0,1.2,0,0,8000,0,0,0,1,0,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_Attack|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_Attack,,1000104101
1000104102,1000104102,1,治愈术,巴风特,治愈术,1,2,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,1,,,0,0,,,,,,,,,,,,,巴风特,1000104102,1,1,,500,0,0,0,45,0,0,500,0,0,0,45,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_Heal|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_Heal,,1000104102
1000104103,1000104103,1,怒雷强击,巴风特,怒雷强击,1,4,2,0,1,0,2,0,,0,1,1,1,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104103,1,999|999|999|999,900501=2000|900501=2000|900501=2000|900501=2000,10000|10000|10000|10000,0|0|0|0,0,0,30,0,0,10000|10000|10000|10000,0|0|0|0,0,0,30,0,0,0,15,100,,,,,,0,1,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_Nuleiqiangji|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_Nuleiqiangji,,1000104103
1000104104,1000104104,1,召唤小巴风特,巴风特,召唤,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104104,1,1,,10000,0,0,0,15,0,0,10000,0,0,0,15,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_Summon|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_Summon,,1000104104
1000104105,1000104105,1,黑暗打击,巴风特,黑暗打击,1,4,0,0,1,0,1,0,,0,0,1,7,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104105,1,1|1|1,,15000|15000|15000,0|0|0,0,0,15,0,0,15000|15000|15000,0|0|0,0,0,15,0,0,0,3,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_DarkStrike|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_DarkStrike,,1000104105
1000104106,1000104106,1,地狱审判,巴风特,地狱审判,1,4,3,0,1,0,2,0,,0,1,1,7,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104106,1,999|999|999,,35000|35000|35000,0|0|0,0,0,38,0,0,35000|35000|35000,0|0|0,0,0,38,0,0,0,5,100,,,,,,0,1,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_HellJudgement|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_HellJudgement,,1000104106
1000104107,1000104107,1,狂暴,巴风特,狂暴,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104107,1,1,2000101=10000,10000,0,0,0,180,0,0,10000,0,0,0,480,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_Violent|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_Violent,,1000104107
1000104108,1000104108,1,黑暗吐息,巴风特,黑暗吐息,1,4,3,0,1,0,2,0,,0,1,1,7,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104108,1,999|999|999|999,,30000|30000|30000|30000,0|0|0|0,0,0,35,0,0,30000|30000|30000|30000,0|0|0|0,0,0,35,0,0,0,10,100,,,,,,0,3,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_DarkBreath|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_DarkBreath,,1000104108
1000104109,1000104109,1,黑暗沼泽,巴风特,黑暗沼泽,0,4,2,0,1,0,2,0,,0,0,1,7,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104109,1,1,,28000,0,0,0,25,0,0,28000,0,0,0,45,0,0,0,20,100,,,,,,0,1,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_DarkWater|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_DarkWater,,1000104109
1000104110,1000104110,1,瞬间移动,巴风特,瞬间移动,1,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104110,1,1,903801=10000,10000,0,0,0,10,0,0,10000,0,0,0,10,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_Teleport|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_Teleport,,1000104110
1000104111,1000104111,1,召唤小巴风特,巴风特,召唤,0,1,3,0,2,0,2,0,,0,0,1,,,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104111,1,1,,10000,0,0,0,15,0,0,10000,0,0,0,15,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_Summon|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_Summon,,1000104111
1000104112,1000104112,1,黑暗沼泽召唤兽,巴风特,,0,1,3,0,1,0,2,0,,0,1,1,7,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104112,1,999,,15000,0,0,3,3600,0,0,15000,0,0,0,0,0,0,0,1.5,100,,,,,,0,1,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_DarkWater_effect|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_DarkWater_effect,,1000104112
1000104113,1000104113,1,陨石术,巴风特,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104113,1,1,,30000,0,0,0,15,0,0,30000,0,0,0,15,0,0,0,15,100,,,,,,0,1,5,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_YunShiShu|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_YunShiShu,,1000104113
1000104114,1000104114,1,陨石术召唤兽,巴风特,,0,1,3,0,1,0,2,0,,0,1,1,3,,0,,,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,巴风特,1000104114,1,999|999|999|999|999|999|999,,30000,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,Monster_Dabafengte|Monster_Dabafengte_YunShiShu_effect|0|0|0,,,Monster_Dabafengte/Monster_Dabafengte_YunShiShu_effect,,1000104114
